       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1 
  0.130101,  0.842051,  0.634486,  0.401010,  0.065095,  2.417678,  7.151618 
  0.138179,  1.335878,  0.654646,  0.385731,  0.195624,  2.333472,  6.912864 
  0.134398,  1.098841,  0.697126,  0.375935,  0.232566,  1.630809,  7.211825 
  0.135000,  0.763038,  0.612166,  0.380833,  0.185773,  1.519863,  7.326012 
  0.130703,  1.222358,  0.669766,  0.363165,  0.257194,  2.155957,  7.272033 
  0.139297,  0.985321,  0.635782,  0.404798,  0.316302,  2.222525,  7.404905 
  0.132454,  0.649519,  0.663862,  0.411795,  0.347647,  2.533176,  7.245043 
  0.136923,  1.202605,  0.684022,  0.401999,  0.278688,  2.599744,  7.365459 
  0.129532,  0.873387,  0.622822,  0.392203,  0.162936,  1.778738,  7.311479 
  0.137352,  0.814128,  0.672502,  0.374535,  0.086589,  1.845306,  7.444351 
  0.133571,  1.396844,  0.645142,  0.379433,  0.123531,  2.715812,  7.466090 
  0.135462,  1.061042,  0.646294,  0.360191,  0.074275,  2.013149,  7.075778 
  0.131680,  0.735116,  0.693094,  0.405497,  0.191594,  1.902202,  6.988581 
  0.139372,  1.284910,  0.616774,  0.417742,  0.228536,  2.442143,  7.121453 
  0.131981,  0.978737,  0.680134,  0.400075,  0.189131,  2.279421,  6.961591 
  0.136450,  0.613305,  0.629014,  0.393952,  0.260553,  1.665516,  7.082007 
  0.129833,  1.176268,  0.657814,  0.373136,  0.322123,  1.524983,  7.028027 
  0.138426,  0.928257,  0.688054,  0.380133,  0.334437,  2.161078,  7.160899 
  0.134130,  0.799862,  0.617350,  0.366664,  0.272419,  2.227646,  6.903460 
  0.134538,  1.362825,  0.667030,  0.402973,  0.156667,  2.528056,  7.202422 
  0.130757,  1.115911,  0.641830,  0.418892,  0.087708,  2.594624,  7.335294 
  0.138835,  0.697804,  0.651190,  0.398075,  0.124650,  1.714446,  7.281315 
  0.132991,  1.260767,  0.690070,  0.391428,  0.077857,  1.869772,  7.401730 
  0.136686,  1.043483,  0.626710,  0.370612,  0.203460,  2.668588,  7.241868 
  0.129296,  0.678051,  0.677110,  0.377609,  0.235477,  2.054683,  7.374740 
  0.137889,  1.138957,  0.632038,  0.367813,  0.184653,  1.914150,  7.320761 
  0.133206,  0.901920,  0.656518,  0.409446,  0.256075,  2.454091,  7.430307 
  0.135612,  0.862413,  0.698278,  0.417492,  0.325033,  2.270887,  7.482210 
  0.131315,  1.326611,  0.611158,  0.396676,  0.329959,  1.656981,  7.050376 
  0.139909,  1.089574,  0.668758,  0.390554,  0.285629,  1.590413,  6.996397 
  0.132260,  0.749382,  0.637798,  0.371312,  0.145248,  2.093372,  7.116812 
  0.136214,  1.243209,  0.660521,  0.383557,  0.082274,  2.248697,  6.956951 
  0.130370,  1.006172,  0.685001,  0.365889,  0.119216,  2.470591,  7.089823 
  0.137940,  0.640740,  0.623801,  0.411195,  0.079811,  2.625916,  7.035843 
  0.134159,  1.200411,  0.672761,  0.416093,  0.205414,  1.716153,  7.150030 
  0.135019,  0.894238,  0.643241,  0.397376,  0.239894,  1.871479,  6.911276 
  0.130464,  0.834979,  0.648281,  0.387580,  0.170935,  2.660054,  7.210238 
  0.139058,  1.388065,  0.695081,  0.368638,  0.262059,  2.046149,  7.330653 
  0.132698,  1.048970,  0.614297,  0.384556,  0.320495,  1.979580,  7.276674 
  0.137167,  0.723044,  0.681977,  0.363740,  0.332809,  2.386385,  7.409546 
  0.129390,  1.305760,  0.630137,  0.408521,  0.288478,  2.319817,  7.249684 
  0.137468,  0.969958,  0.658937,  0.413419,  0.140709,  1.609758,  7.360696 
  0.133687,  0.600868,  0.687017,  0.394702,  0.096379,  1.543190,  7.323326 
  0.135319,  1.163831,  0.620057,  0.388579,  0.128395,  2.105320,  7.447893 
  0.131538,  0.946547,  0.664409,  0.375110,  0.075781,  2.260646,  7.491492 
  0.139616,  0.788522,  0.639209,  0.383157,  0.201384,  2.465470,  7.047201 
  0.131774,  1.351485,  0.652889,  0.362340,  0.243252,  2.620796,  6.993222 
  0.136243,  1.111156,  0.691049,  0.407646,  0.166905,  1.784997,  7.126094 
  0.129884,  0.716094,  0.625529,  0.414119,  0.267880,  1.807186,  6.966232 
  0.138478,  1.279057,  0.675929,  0.400649,  0.307285,  2.702157,  7.080419 
  0.133923,  1.032144,  0.634169,  0.386655,  0.326540,  1.992098,  7.026440 
  0.134782,  0.663419,  0.653465,  0.376859,  0.282209,  1.925529,  7.159312 
  0.131001,  1.157246,  0.699545,  0.381757,  0.141829,  2.391506,  6.908101 
  0.138692,  0.920209,  0.611705,  0.363040,  0.097498,  2.324938,  7.207063 
  0.132849,  0.851074,  0.669305,  0.404673,  0.131978,  1.597241,  7.339935 
  0.136802,  1.314174,  0.636185,  0.411595,  0.063019,  1.530673,  7.285955 
  0.129153,  1.077137,  0.662825,  0.401799,  0.208325,  2.166768,  7.394216 
  0.137747,  0.770964,  0.682553,  0.392003,  0.239670,  2.188957,  7.250963 
  0.133450,  1.235161,  0.621353,  0.374335,  0.170711,  2.507004,  7.375530 
  0.135856,  0.998124,  0.674633,  0.379233,  0.271686,  2.566176,  7.296638 
  0.131076,  0.639277,  0.644393,  0.360516,  0.303703,  1.730377,  7.454423 
  0.139670,  1.221993,  0.647273,  0.405822,  0.340645,  1.811738,  7.485565 
  0.132279,  0.886190,  0.694073,  0.418067,  0.291389,  2.706708,  7.053731 
  0.135975,  0.826931,  0.616313,  0.400400,  0.137799,  1.986408,  6.999752 
  0.130131,  1.376725,  0.678463,  0.394277,  0.093468,  1.919840,  7.113939 
  0.138209,  1.070552,  0.630943,  0.373461,  0.135336,  2.459781,  6.954077 
  0.134428,  0.744626,  0.659743,  0.379933,  0.058989,  2.348834,  7.086949 
  0.134900,  1.297713,  0.687103,  0.366464,  0.214146,  1.646171,  7.032970 
  0.130603,  0.957521,  0.617983,  0.403898,  0.226460,  1.572207,  7.153385 
  0.139197,  0.621718,  0.666223,  0.419816,  0.163770,  2.119544,  6.914631 
  0.132580,  1.184681,  0.641023,  0.399000,  0.264746,  2.200905,  7.213593 
  0.137049,  0.937768,  0.650239,  0.391303,  0.304150,  2.518952,  7.325581 
  0.129658,  0.786327,  0.692719,  0.370487,  0.341093,  2.561055,  7.288211 
  0.137285,  1.349290,  0.626479,  0.377184,  0.294299,  1.725256,  7.412779 
  0.133504,  1.132006,  0.676879,  0.367388,  0.148993,  1.880582,  7.228003 
  0.135395,  0.707315,  0.632959,  0.409021,  0.099737,  2.731174,  7.385789 
  0.131613,  1.270278,  0.655999,  0.417068,  0.131082,  2.028511,  7.294439 
  0.139434,  1.020072,  0.696751,  0.396251,  0.062123,  1.954546,  7.452225 
  0.132043,  0.684270,  0.613231,  0.390129,  0.217280,  2.405730,  7.495823 
  0.136512,  1.148467,  0.670831,  0.371412,  0.222206,  2.353955,  7.045304 
  0.129766,  0.911430,  0.636991,  0.383656,  0.177875,  1.651292,  6.991325 
  0.138359,  0.837539,  0.661471,  0.365989,  0.254223,  1.561397,  7.124197 
  0.134062,  1.331366,  0.684511,  0.411295,  0.300120,  2.108734,  6.964336 
  0.134664,  1.094329,  0.623311,  0.416193,  0.337063,  2.264059,  7.084751 
  0.130883,  0.758527,  0.671407,  0.396951,  0.297658,  2.537728,  7.030772 
  0.138961,  1.229309,  0.645487,  0.387155,  0.152352,  2.604296,  7.163644 
  0.133117,  0.992272,  0.647647,  0.369487,  0.105558,  1.761101,  6.901075 
  0.136571,  0.656469,  0.694447,  0.385406,  0.117872,  1.827669,  7.216646 
  0.129180,  1.209556,  0.614527,  0.364589,  0.055854,  2.737432,  7.341213 
  0.137774,  0.870461,  0.680767,  0.408321,  0.211011,  2.034769,  7.262321 
  0.133219,  0.811202,  0.628495,  0.413219,  0.223326,  1.950564,  7.420106 
  0.135625,  1.393918,  0.657295,  0.394427,  0.178995,  2.401747,  7.222874 
  0.131329,  1.058115,  0.688975,  0.388305,  0.247954,  2.290800,  7.380660 
  0.139922,  0.732189,  0.619135,  0.374835,  0.311987,  1.676895,  7.301767 
  0.132145,  1.284178,  0.665215,  0.382882,  0.344003,  1.514173,  7.459552 
  0.136098,  0.978005,  0.640015,  0.362065,  0.293180,  2.150268,  7.484466 
  0.130254,  0.612573,  0.652255,  0.407372,  0.147874,  2.216836,  7.052632 
  0.138075,  1.175536,  0.689234,  0.414369,  0.108469,  2.549676,  6.998653 
  0.134293,  0.935207,  0.627314,  0.400899,  0.113395,  2.616244,  7.119068 
  0.135153,  0.806812,  0.677714,  0.386905,  0.069064,  1.755980,  6.959206 
  0.130405,  1.369775,  0.633074,  0.377109,  0.199593,  1.822548,  7.092078 
  0.138999,  1.122861,  0.653954,  0.382007,  0.217647,  2.673140,  7.038099 
  0.132639,  0.694878,  0.698594,  0.362765,  0.173316,  2.059235,  7.147645 
  0.137108,  1.257841,  0.610610,  0.404398,  0.249663,  1.896513,  6.917195 
  0.129459,  1.040557,  0.668210,  0.412444,  0.313696,  2.436453,  7.191244 
  0.137538,  0.675125,  0.638690,  0.402649,  0.348176,  2.295921,  7.349029 
  0.133756,  1.134933,  0.662450,  0.392853,  0.279217,  1.682016,  7.257680 
  0.135260,  0.897896,  0.683330,  0.374135,  0.153614,  1.500343,  7.415465 
  0.131479,  0.858390,  0.622130,  0.379033,  0.103686,  2.136438,  7.230690 
  0.139557,  1.322587,  0.673970,  0.360091,  0.116000,  2.203006,  7.388476 
  0.131909,  1.085550,  0.642722,  0.405397,  0.071669,  2.476674,  7.290898 
  0.136377,  0.756332,  0.649202,  0.417642,  0.194810,  2.632000,  7.448683 
  0.130018,  1.250159,  0.696002,  0.399975,  0.231752,  1.700047,  7.492282 
  0.138612,  1.013122,  0.615362,  0.393852,  0.182496,  1.855373,  7.047991 
  0.133832,  0.647690,  0.679442,  0.373036,  0.245633,  2.676379,  6.994012 
  0.134691,  1.197484,  0.630482,  0.380033,  0.309666,  2.062473,  7.126884 
  0.130910,  0.891311,  0.659282,  0.366564,  0.351534,  1.889510,  6.967022 
  0.138730,  0.832052,  0.685778,  0.403998,  0.275187,  2.429451,  7.078034 
  0.132886,  1.385139,  0.620258,  0.419916,  0.159435,  2.362883,  7.040664 
  0.136839,  1.044540,  0.665618,  0.399100,  0.090476,  1.615841,  7.165231 
  0.129062,  0.718614,  0.640418,  0.390878,  0.109731,  1.549273,  6.926477 
  0.137656,  1.301330,  0.650498,  0.370062,  0.065400,  2.089214,  7.188069 
  0.133359,  0.965528,  0.691538,  0.378109,  0.195929,  2.244540,  7.345854 
  0.135765,  0.606680,  0.624866,  0.368313,  0.232871,  2.488623,  7.266961 
  0.131210,  1.169643,  0.675266,  0.409946,  0.186078,  2.643948,  7.424747 
  0.139804,  0.952359,  0.634946,  0.416943,  0.257500,  1.694927,  7.221287 
  0.132414,  0.794334,  0.655106,  0.396126,  0.316607,  1.850252,  7.379072 
  0.135916,  1.357297,  0.697586,  0.390004,  0.347952,  2.745222,  7.300179 
  0.130072,  1.107092,  0.612626,  0.371030,  0.278993,  1.998181,  7.457965 
  0.138150,  0.712030,  0.670226,  0.383275,  0.163241,  1.931613,  7.489107 
  0.134369,  1.274993,  0.635292,  0.365607,  0.086894,  2.375400,  7.057273 
  0.134970,  1.028079,  0.663372,  0.410913,  0.123836,  2.308832,  7.003293 
  0.130673,  0.661550,  0.683532,  0.415811,  0.074580,  1.620962,  7.112107 
  0.139267,  1.155377,  0.622332,  0.397094,  0.191899,  1.554394,  6.968854 
  0.132521,  0.918340,  0.672012,  0.387298,  0.228841,  2.084094,  7.093422 
  0.136990,  0.849204,  0.644652,  0.369630,  0.189436,  2.239419,  7.014529 
  0.129599,  1.319986,  0.646668,  0.385549,  0.260858,  2.557466,  7.172314 
  0.137419,  1.082949,  0.693468,  0.364732,  0.322428,  2.579656,  6.921103 
  0.133638,  0.776776,  0.617148,  0.407939,  0.334742,  1.743857,  7.195152 
  0.135529,  1.240974,  0.680508,  0.412837,  0.272053,  1.803029,  7.352937 
  0.131748,  1.003936,  0.629388,  0.395170,  0.156300,  2.697999,  7.255359 
  0.139314,  0.635212,  0.658188,  0.389047,  0.087342,  2.010129,  7.413145 
  0.131923,  1.217928,  0.688428,  0.375578,  0.124284,  1.943561,  7.228370 
  0.136392,  0.882126,  0.617580,  0.382575,  0.077491,  2.366866,  7.386155 
  0.129775,  0.822867,  0.667260,  0.361758,  0.203094,  2.300298,  7.294806 
  0.138369,  1.371563,  0.642060,  0.407065,  0.235110,  1.686392,  7.452591 
  0.134072,  1.065391,  0.651420,  0.413987,  0.185182,  1.575445,  7.496190 
  0.134545,  0.739465,  0.690300,  0.400517,  0.256604,  2.122783,  7.042496 
  0.130763,  1.292551,  0.626940,  0.386523,  0.325563,  2.181954,  7.005125 
  0.138841,  0.963333,  0.677340,  0.376727,  0.330488,  2.500002,  7.129693 
  0.132998,  0.627530,  0.631836,  0.381625,  0.286158,  2.581363,  6.944918 
  0.136693,  1.190493,  0.656316,  0.362908,  0.145778,  1.745564,  7.102703 
  0.129302,  0.943580,  0.698076,  0.404541,  0.083312,  1.794494,  7.011354 
  0.137896,  0.782263,  0.610956,  0.412587,  0.120254,  2.689465,  7.169139 
  0.133148,  1.345226,  0.668556,  0.402791,  0.080849,  2.075559,  6.930385 
  0.135554,  1.127942,  0.637596,  0.392995,  0.206452,  1.964612,  7.185748 
  0.131257,  0.703251,  0.660924,  0.373753,  0.240932,  2.415796,  7.343534 
  0.139851,  1.266214,  0.685404,  0.378651,  0.171973,  2.341831,  7.264641 
  0.132203,  1.015642,  0.624204,  0.360984,  0.263097,  1.639169,  7.422426 
  0.136156,  0.679840,  0.673164,  0.406290,  0.319294,  1.587394,  7.225195 
  0.130312,  1.144037,  0.643644,  0.418535,  0.331608,  2.134731,  7.382980 
  0.138004,  0.907000,  0.648684,  0.399818,  0.287277,  2.176834,  7.304087 
  0.134222,  0.844449,  0.695484,  0.393695,  0.139509,  2.494881,  7.461873 
  0.135082,  1.338276,  0.613629,  0.372879,  0.095178,  2.650206,  7.498754 
  0.130527,  1.101239,  0.681309,  0.379651,  0.127195,  1.770029,  7.058616 
  0.139121,  0.765436,  0.629469,  0.366182,  0.076371,  1.836597,  6.979723 
  0.132761,  1.226342,  0.658269,  0.403616,  0.201974,  2.724171,  7.137509 
  0.137230,  0.989305,  0.686349,  0.419534,  0.243842,  2.021508,  6.940277 
  0.129356,  0.653502,  0.619389,  0.398718,  0.167495,  1.969733,  7.098062 
  0.137434,  1.206589,  0.664605,  0.391021,  0.268470,  2.420917,  7.019170 
  0.133653,  0.869689,  0.639405,  0.370205,  0.307875,  2.329314,  7.176955 
  0.135286,  0.810429,  0.653085,  0.378252,  0.325970,  1.626652,  6.919516 
  0.131504,  1.393145,  0.691245,  0.368456,  0.281639,  1.515705,  7.193564 
  0.139583,  1.057343,  0.625725,  0.410088,  0.141259,  2.151800,  7.351350 
  0.131805,  0.731417,  0.676125,  0.416561,  0.096928,  2.218368,  7.260000 
  0.136274,  1.291088,  0.634365,  0.395744,  0.131408,  2.529019,  7.417786 
